x,y,z
-112.754425,-76.50576,546.0
-110.64032,-76.36564,545.0
-110.84334,-78.4184,546.0
-108.33371,-74.183266,543.0
-108.53322,-76.225525,544.0
-108.732735,-78.27478,545.0
-108.932236,-80.33105,546.0
-109.33125,-82.544945,548.0
-110.129295,-201.10083,552.0
-110.52831,-203.77013,554.0
-106.13911,-206.85977,532.0
-106.13911,-208.72337,532.0
-105.74009,-209.79532,530.0
-102.70895,-45.88945,524.0
-102.70895,-47.725025,524.0
-102.51294,-49.46602,523.0
-102.51294,-51.29809,523.0
-102.51294,-53.130165,523.0
-106.23712,-74.046646,542.0
-106.43313,-76.085396,543.0
-106.629135,-78.13116,544.0
-107.02115,-80.33105,546.0
-107.41318,-82.544945,548.0
-108.0012,-84.926994,551.0
-109.569275,-191.90195,559.0
-109.373276,-193.51334,558.0
-104.669044,-205.76683,534.0
-104.27702,-206.85977,532.0
-104.08101,-208.33104,531.0
-103.688995,-209.39948,529.0
-103.49299,-210.85324,528.0
-100.68234,-43.9698,523.0
-100.68234,-45.801872,523.0
-100.68234,-47.633945,523.0
-100.68234,-49.46602,523.0
-100.48984,-51.20001,522.0
-100.48984,-53.028576,522.0
-100.297325,-54.752056,521.0
-102.992455,-63.719757,535.0
-102.60744,-65.348656,533.0
-102.79995,-67.34187,534.0
-102.992455,-69.34208,535.0
-103.955,-73.773415,540.0
-104.147514,-75.80516,541.0
-104.53253,-77.98753,543.0
-104.91755,-80.18392,545.0
-105.49508,-82.544945,548.0
-105.687584,-84.61873,549.0
-108.19021,-181.11966,562.0
-107.80518,-182.4368,560.0
-107.997696,-184.72775,561.0
-107.61268,-186.02737,559.0
-107.80518,-188.32184,560.0
-107.420166,-189.60394,558.0
-107.03515,-190.87207,556.0
-107.03515,-192.81972,556.0
-107.03515,-194.7674,556.0
-105.30257,-199.27928,547.0
-105.110054,-200.8276,546.0
-102.992455,-204.27806,535.0
-102.60744,-205.3815,533.0
-102.414925,-206.85977,532.0
-102.02991,-207.93869,530.0
-101.64489,-209.00365,528.0
-101.45238,-210.45389,527.0
-101.45238,-212.29997,527.0
-98.851746,-43.9698,523.0
-98.851746,-45.801872,523.0
-98.851746,-47.633945,523.0
-98.851746,-49.46602,523.0
-98.66274,-51.20001,522.0
-98.66274,-53.028576,522.0
-98.47373,-54.752056,521.0
-98.28472,-56.46853,520.0
-100.74184,-63.481552,533.0
-100.55283,-65.22605,532.0
-100.55283,-67.08965,532.0
-100.55283,-68.953255,532.0
-100.74184,-70.94999,533.0
-101.30887,-73.226944,536.0
-101.49788,-75.244675,537.0
-102.253914,-77.70029,541.0
-103.00995,-80.18392,545.0
-103.57697,-82.544945,548.0
-103.76598,-84.61873,549.0
-104.52202,-87.172424,553.0
-106.97914,-178.44336,566.0
-106.79013,-180.1073,565.0
-106.60112,-181.76422,564.0
-106.22311,-183.08835,562.0
-105.845085,-184.39848,560.0
-105.845085,-186.36015,560.0
-105.656075,-187.98555,559.0
-105.467064,-189.60394,558.0
-105.08905,-190.87207,556.0
-104.90004,-192.47293,555.0
-105.08905,-194.7674,556.0
-105.08905,-196.71507,556.0
-103.19896,-198.91496,546.0
-103.00995,-200.4598,545.0
-102.442924,-201.25497,542.0
-102.442924,-203.1536,542.0
-101.11986,-202.40396,535.0
-100.74184,-203.5144,533.0
-100.55283,-204.99619,532.0
-100.17481,-206.0821,530.0
-99.79679,-207.15402,528.0
-99.60779,-208.6078,527.0
-99.60779,-210.45389,527.0
-99.60779,-212.29997,527.0
-96.83566,-42.057156,522.0
-97.02117,-43.9698,523.0
-97.02117,-45.801872,523.0
-96.83566,-47.542866,522.0
-96.83566,-49.371437,522.0
-96.650154,-51.10192,521.0
-96.650154,-52.92699,521.0
-96.46464,-54.646965,520.0
-96.46464,-56.46853,520.0
-98.69075,-63.362453,532.0
-98.69075,-65.22605,532.0
-98.69075,-67.08965,532.0
-98.69075,-68.953255,532.0
-98.69075,-70.81687,532.0
-99.24728,-73.09033,535.0
-99.432785,-75.10456,536.0
-99.98932,-77.41304,539.0
-100.91686,-80.03679,544.0
-101.47339,-82.39432,547.0
-101.6589,-84.46459,548.0
-102.215416,-86.85715,551.0
-102.95745,-89.43186,555.0
-103.14297,-91.54067,556.0
-103.69949,-93.992775,559.0
-104.812546,-176.14888,565.0
-104.812546,-178.1281,565.0
-104.812546,-180.1073,565.0
-104.44153,-181.44194,563.0
-104.25602,-183.08835,562.0
-104.07051,-184.72775,561.0
-103.884995,-186.36015,560.0
-103.69949,-187.98555,559.0
-103.513985,-189.60394,558.0
-103.14297,-190.87207,556.0
-103.14297,-192.81972,556.0
-102.95745,-194.4171,555.0
-102.95745,-196.36128,555.0
-101.6589,-197.72394,548.0
-101.28787,-198.91496,546.0
-101.10236,-200.4598,545.0
-100.36033,-200.88365,541.0
-99.80381,-201.6543,538.0
-99.24728,-202.40396,535.0
-98.69075,-203.13257,532.0
-98.50524,-204.61084,531.0
-98.13423,-205.69328,529.0
-97.76321,-206.76169,527.0
-97.39219,-207.81612,525.0
-97.20668,-209.25586,524.0
-97.5777,-211.89713,526.0
-97.5777,-213.7397,526.0
-95.00857,-40.228565,522.0
-95.00857,-42.057156,522.0
-95.00857,-43.885727,522.0
-95.00857,-45.7143,522.0
-95.00857,-47.542866,522.0
-94.82656,-49.276855,521.0
-94.644554,-51.00384,520.0
-94.644554,-52.8254,520.0
-94.46254,-54.541878,519.0
-94.46254,-56.359936,519.0
-94.46254,-58.177998,519.0
-94.46254,-59.99606,519.0
-96.46464,-64.98084,530.0
-96.646645,-66.96354,531.0
-96.646645,-68.82364,531.0
-96.82865,-70.81687,532.0
-97.19267,-72.953705,534.0
-97.37469,-74.96444,535.0
-97.7387,-77.12579,537.0
-98.64874,-79.74254,542.0
-99.19477,-82.093056,545.0
-99.74079,-84.46459,548.0
-100.10481,-86.69952,550.0
-101.01486,-89.43186,555.0
-101.01486,-91.37603,555.0
-101.378876,-93.65649,557.0
-102.834946,-176.14888,565.0
-102.834946,-178.1281,565.0
-102.834946,-180.1073,565.0
-102.470924,-181.44194,563.0
-102.65293,-183.7399,564.0
-102.10691,-184.72775,561.0
-101.924904,-186.36015,560.0
-101.74289,-187.98555,559.0
-101.378876,-189.26414,557.0
-101.19687,-190.87207,556.0
-101.01486,-192.47293,555.0
-101.01486,-194.4171,555.0
-101.01486,-196.36128,555.0
-100.10481,-196.5189,550.0
-99.9228,-198.08475,549.0
-99.74079,-199.64359,548.0
-99.37678,-200.8276,546.0
-98.28473,-200.51233,540.0
-97.7387,-201.27948,537.0
-97.19267,-202.02562,534.0
-96.82865,-203.13257,532.0
-96.46464,-204.22551,530.0
-96.10062,-205.30443,528.0
-95.91861,-206.76169,527.0
-95.37258,-207.42027,524.0
-95.190575,-208.85652,523.0
-95.37258,-211.09143,524.0
-94.098526,-211.89362,517.0
-93.36,-42.13773,523.0
-93.36,-43.9698,523.0
-93.18149,-45.7143,522.0
-93.18149,-47.542866,522.0
-93.002975,-49.276855,521.0
-93.002975,-51.10192,521.0
-92.82448,-52.8254,520.0
-92.82448,-54.646965,520.0
-92.645966,-56.359936,519.0
-93.002975,-58.402187,521.0
-93.002975,-60.22726,521.0
-93.71702,-62.528732,525.0
-94.431046,-64.85823,529.0
-94.78806,-66.96354,531.0
-94.966576,-68.953255,532.0
-94.966576,-70.81687,532.0
-95.14509,-72.81709,533.0
-95.32359,-74.82432,534.0
-96.03763,-77.26942,538.0
-96.75166,-79.74254,542.0
-97.10868,-81.94244,544.0
-97.822716,-84.46459,548.0
-98.17973,-86.69952,550.0
-99.07227,-89.43186,555.0
-99.25078,-91.54067,556.0
-99.6078,-93.82463,558.0
-100.85736,-174.1697,565.0
-100.85736,-176.14888,565.0
-100.67885,-177.81282,564.0
-100.67885,-179.78851,564.0
-100.67885,-181.76422,564.0
-100.67885,-183.7399,564.0
-100.50034,-185.38632,563.0
-100.14332,-186.69295,561.0
-99.96482,-188.32184,560.0
-99.78631,-189.94374,559.0
-99.25078,-190.87207,556.0
-99.25078,-192.81972,556.0
-99.07227,-194.4171,555.0
-99.07227,-196.36128,555.0
-98.17973,-196.5189,550.0
-98.00122,-198.08475,549.0
-97.822716,-199.64359,548.0
-97.10868,-200.09196,544.0
-96.21613,-200.141,539.0
-96.03763,-201.6543,538.0
-95.14509,-201.6473,533.0
-94.966576,-203.13257,532.0
-94.431046,-203.84018,529.0
-94.25255,-205.30443,528.0
-94.074036,-206.76169,527.0
-93.538506,-207.42027,524.0
-93.18149,-208.45717,522.0
-93.18149,-210.28574,522.0
-93.002975,-211.70796,521.0
-92.28895,-211.89362,517.0
-92.110435,-213.2913,516.0
-91.87942,-40.45976,525.0
-91.87942,-42.298866,525.0
-91.5294,-43.9698,523.0
-91.5294,-45.801872,523.0
-91.35439,-47.542866,522.0
-91.17939,-49.276855,521.0
