x,y,z
-190.33565,-231.15665,611.0
-188.46657,-233.12535,605.0
-187.53201,-234.07817,602.0
-186.965,-227.51703,607.0
-186.965,-229.64336,607.0
-186.04095,-230.62419,604.0
-185.11691,-231.58401,601.0
-184.50089,-232.91165,599.0
-184.50089,-235.00998,599.0
-183.88486,-236.31662,597.0
-181.72874,-237.67928,590.0
-180.8047,-242.63954,587.0
-185.14491,-227.89185,608.0
-184.23137,-228.88672,605.0
-183.31781,-229.86055,602.0
-182.70879,-231.1987,600.0
-182.40427,-232.91165,599.0
-182.09976,-234.61763,598.0
-181.79524,-236.31662,597.0
-180.8817,-237.20988,594.0
-179.96815,-238.08212,591.0
-178.75009,-238.52701,587.0
-178.44557,-240.17343,586.0
-178.44557,-242.22618,586.0
-183.31784,-228.26666,609.0
-182.11375,-228.88672,605.0
-180.90971,-229.47873,601.0
-180.3077,-230.81337,599.0
-180.00667,-232.52283,598.0
-180.00667,-234.61763,598.0
-179.70566,-236.31662,597.0
-178.80261,-237.20988,594.0
-177.59854,-237.67928,590.0
-176.69551,-238.52701,587.0
-176.09348,-239.76357,585.0
-175.79247,-241.39948,584.0
-179.10362,-227.75174,602.0
-178.8061,-229.47873,601.0
-178.21107,-230.81337,599.0
-177.91356,-232.52283,598.0
-177.61604,-234.22528,597.0
-177.61604,-236.31662,597.0
-176.7235,-237.20988,594.0
-175.53345,-237.67928,590.0
-174.93842,-238.93336,588.0
-174.04587,-239.76357,585.0
-173.45085,-240.98611,583.0
-176.9965,-227.75174,602.0
-176.4085,-229.0969,600.0
-175.82045,-230.42802,598.0
-175.52644,-232.134,597.0
-175.23242,-233.83296,596.0
-175.23242,-235.92076,596.0
-174.6444,-237.20988,594.0
-174.35037,-238.88782,593.0
-173.17432,-239.33972,589.0
-172.5863,-240.58328,587.0
-171.41023,-240.98611,583.0
-167.04553,-209.48004,575.0
-174.01788,-226.61676,599.0
-173.72736,-228.33322,598.0
-173.14635,-229.65736,596.0
-172.85582,-231.35634,595.0
-172.27478,-232.65593,593.0
-172.27478,-234.73326,593.0
-171.69377,-236.01184,591.0
-171.40324,-237.67928,590.0
-171.11273,-239.33972,589.0
-171.40324,-241.81282,590.0
-170.53171,-242.63954,587.0
-165.89398,-170.07819,578.0
-165.03294,-207.46582,575.0
-165.03294,-209.48004,575.0
-165.03294,-211.49426,575.0
-172.49529,-227.3734,601.0
-171.92126,-228.71507,599.0
-171.06023,-229.65736,596.0
-170.48619,-230.96748,594.0
-169.91217,-232.26361,592.0
-169.62515,-233.94157,591.0
-169.33815,-235.6125,590.0
-169.05113,-237.27644,589.0
-169.05113,-239.33972,589.0
-169.33815,-241.81282,590.0
-169.62515,-244.29297,591.0
-164.15442,-170.37244,579.0
-163.02034,-193.36618,575.0
-163.58737,-206.1662,577.0
-163.58737,-208.18742,577.0
-163.58737,-210.20866,577.0
-163.30386,-211.86209,576.0
-163.8709,-214.62245,578.0
-170.10818,-226.99509,600.0
-163.02034,-219.55118,575.0
-163.02034,-221.56541,575.0
-168.1236,-230.57866,593.0
-167.55656,-231.87128,591.0
-167.27304,-233.54575,590.0
-166.98955,-235.21318,589.0
-166.98955,-237.27644,589.0
-166.70602,-238.93336,588.0
-166.98955,-241.40298,589.0
-162.96783,-171.2552,582.0
-161.00775,-193.36618,575.0
-160.72774,-195.04062,574.0
-161.8478,-206.5235,578.0
-162.1278,-208.90904,579.0
-162.4078,-211.3016,580.0
-162.1278,-212.96553,579.0
-161.8478,-214.62245,578.0
-161.28777,-215.89754,576.0
-161.00775,-217.53696,575.0
-161.00775,-219.55118,575.0
-160.72774,-221.18008,574.0
-160.16771,-222.41315,572.0
-159.32767,-223.23985,569.0
-164.64792,-232.75404,588.0
-164.3679,-234.41447,587.0
-164.3679,-236.47075,587.0
-164.08789,-238.12065,586.0
-163.80788,-239.76357,585.0
-160.37772,-168.63495,580.0
-160.65422,-170.96095,581.0
-160.65422,-172.99619,581.0
-159.54817,-192.01753,577.0
-159.54817,-194.03876,577.0
-159.82468,-196.39978,578.0
-160.37772,-199.11113,580.0
-161.20724,-204.22552,583.0
-160.93074,-205.91397,582.0
-160.1012,-206.88081,579.0
-160.37772,-209.26987,580.0
-160.37772,-211.3016,580.0
-159.82468,-212.59772,578.0
-159.54817,-214.25113,577.0
-159.27165,-215.89754,576.0
-158.99515,-217.53696,575.0
-158.99515,-219.55118,575.0
-158.99515,-221.56541,575.0
-158.44211,-222.80197,573.0
-157.33606,-223.23985,569.0
-162.31331,-232.35822,587.0
-162.31331,-234.41447,587.0
-162.31331,-236.47075,587.0
-161.48375,-237.30795,584.0
-161.20724,-238.94386,583.0
-160.93074,-240.57275,582.0
-159.43968,-151.38611,584.0
-158.89365,-152.90642,582.0
-159.16666,-155.2114,583.0
-158.89365,-156.98392,582.0
-158.89365,-159.02267,582.0
-157.25557,-167.47194,576.0
-158.34763,-184.8889,580.0
-158.07462,-186.59837,579.0
-158.34763,-188.9524,580.0
-158.34763,-190.98413,580.0
-158.07462,-192.68309,579.0
-158.07462,-194.71133,579.0
-158.07462,-196.73958,579.0
-158.62064,-199.45444,581.0
-158.89365,-201.83647,582.0
-159.16666,-204.22552,583.0
-159.16666,-206.26778,583.0
-158.62064,-207.59543,581.0
-158.89365,-209.99149,582.0
-159.16666,-212.39455,583.0
-158.89365,-214.06898,582.0
-158.34763,-215.36508,580.0
-157.80159,-216.64719,578.0
-157.52858,-218.29361,577.0
-156.98256,-219.55118,575.0
-156.70955,-221.18008,574.0
-156.43652,-222.80197,573.0
-155.6175,-223.63217,570.0
-154.79845,-224.44142,567.0
-159.9857,-234.01514,586.0
-159.9857,-236.0679,586.0
-159.16666,-236.90163,583.0
-158.89365,-238.53401,582.0
-158.62064,-240.1594,581.0
-156.85654,-150.86766,582.0
-156.85654,-152.90642,582.0
-157.12607,-155.2114,583.0
-156.85654,-156.98392,582.0
-156.85654,-159.02267,582.0
-155.7785,-166.02869,578.0
-155.23946,-167.47194,576.0
-155.23946,-169.48967,576.0
-158.74313,-177.44151,589.0
-159.01265,-179.80954,590.0
-156.048,-182.54189,579.0
-156.31752,-184.8889,580.0
-156.048,-186.59837,579.0
-156.31752,-188.9524,580.0
-156.31752,-190.98413,580.0
-156.58702,-193.34866,581.0
-156.85654,-195.7202,582.0
-156.048,-196.73958,579.0
-157.93459,-201.17091,586.0
-158.47363,-203.91727,588.0
-157.12607,-204.22552,583.0
-157.39557,-206.6216,584.0
-157.39557,-208.66734,584.0
-157.12607,-210.3523,583.0
-157.12607,-212.39455,583.0
-156.58702,-213.70117,581.0
-155.7785,-214.62245,578.0
-155.23946,-215.89754,576.0
-154.96996,-217.53696,575.0
-154.96996,-219.55118,575.0
-154.70044,-221.18008,574.0
-154.43094,-222.80197,573.0
-153.35287,-223.23985,569.0
-152.81384,-224.44142,567.0
-152.81384,-226.42761,567.0
-152.27483,-227.60814,565.0
-157.39557,-237.30795,584.0
-157.12607,-238.94386,583.0
-156.85654,-240.57275,582.0
-154.28743,-146.28572,580.0
-154.55344,-148.5732,581.0
-154.55344,-150.60844,581.0
-154.55344,-152.64369,581.0
-154.81946,-154.94518,582.0
-154.81946,-156.98392,582.0
-154.81946,-159.02267,582.0
-154.02142,-162.25945,579.0
-153.7554,-164.00394,578.0
-153.4894,-165.74142,577.0
